0	1	0.8888888888888888
0	2	0.8888888888888888
0	3	0.2222222222222222
0	4	0.2222222222222222
0	5	0.2222222222222222
0	6	0.11111111111111116
0	7	0.11111111111111116
0	8	0.11111111111111116
0	9	0.11111111111111116
0	10	0.11111111111111116
0	11	0.33333333333333337
1	0	0.8888888888888888
1	2	0.7777777777777778
1	3	0.2222222222222222
1	4	0.2222222222222222
1	5	0.2222222222222222
1	6	0.11111111111111116
1	7	0.11111111111111116
1	8	0.11111111111111116
1	9	0.11111111111111116
1	10	0.11111111111111116
1	11	0.33333333333333337
2	0	0.8888888888888888
2	1	0.7777777777777778
2	3	0.2222222222222222
2	4	0.2222222222222222
2	5	0.2222222222222222
2	6	0.11111111111111116
2	7	0.11111111111111116
2	8	0.11111111111111116
2	11	0.33333333333333337
3	0	0.2222222222222222
3	1	0.2222222222222222
3	2	0.2222222222222222
3	4	0.8571428571428572
3	5	0.8571428571428572
3	6	0.4285714285714286
3	7	0.4285714285714286
3	8	0.2857142857142857
3	9	0.2857142857142857
3	10	0.2857142857142857
4	0	0.2222222222222222
4	1	0.2222222222222222
4	2	0.2222222222222222
4	3	0.8571428571428572
4	5	0.7142857142857143
4	6	0.4285714285714286
4	7	0.4285714285714286
4	8	0.2857142857142857
4	9	0.2857142857142857
4	10	0.2857142857142857
5	0	0.2222222222222222
5	1	0.2222222222222222
5	2	0.2222222222222222
5	3	0.8571428571428572
5	4	0.7142857142857143
5	6	0.4285714285714286
5	7	0.4285714285714286
5	8	0.2857142857142857
5	9	0.2857142857142857
5	10	0.2857142857142857
6	0	0.11111111111111116
6	1	0.11111111111111116
6	2	0.11111111111111116
6	3	0.4285714285714286
6	4	0.4285714285714286
6	5	0.4285714285714286
6	7	0.8333333333333334
6	8	0.8
6	9	0.19999999999999996
6	10	0.19999999999999996
6	11	0.2857142857142857
7	0	0.11111111111111116
7	1	0.11111111111111116
7	2	0.11111111111111116
7	3	0.4285714285714286
7	4	0.4285714285714286
7	5	0.4285714285714286
7	6	0.8333333333333334
7	8	0.6666666666666667
7	9	0.16666666666666663
7	10	0.16666666666666663
7	11	0.1428571428571429
8	0	0.11111111111111116
8	1	0.11111111111111116
8	2	0.11111111111111116
8	3	0.2857142857142857
8	4	0.2857142857142857
8	5	0.2857142857142857
8	6	0.8
8	7	0.6666666666666667
8	11	0.1428571428571429
9	0	0.11111111111111116
9	1	0.11111111111111116
9	3	0.2857142857142857
9	4	0.2857142857142857
9	5	0.2857142857142857
9	6	0.19999999999999996
9	7	0.16666666666666663
9	10	0.8
9	11	0.1428571428571429
10	0	0.11111111111111116
10	1	0.11111111111111116
10	3	0.2857142857142857
10	4	0.2857142857142857
10	5	0.2857142857142857
10	6	0.19999999999999996
10	7	0.16666666666666663
10	9	0.8
10	11	0.1428571428571429
11	0	0.33333333333333337
11	1	0.33333333333333337
11	2	0.33333333333333337
11	6	0.2857142857142857
11	7	0.1428571428571429
11	8	0.1428571428571429
11	9	0.1428571428571429
11	10	0.1428571428571429
